pTrdSymbol;pSymbol;pSymbolName;pGroup;pExSeg;pInstType
EXCELLENT-ST;25327;EXCELLENT;ST;;
PGHH-EQ;2535;PGHH;EQ;;
799NIIF29-N0;25390;799NIIF29;N0;;
704MH29-SG;2542;704MH29;SG;;
NORTHARC-EQ;25426;NORTHARC;EQ;;
786TCHFL29-N0;25439;786TCHFL29;N0;;
695KA28-SG;25470;695KA28;SG;;
713RJ39-SG;25474;713RJ39;SG;;
715WB45-SG;25480;715WB45;SG;;
NIRAJ-EQ;255;NIRAJ;EQ;;
712MP36-SG;25500;712MP36;SG;;
SCL25924-N1;25542;SCL25924;N1;;
940SCL27A-N1;25546;940SCL27A;N1;;
948SCL27D-N1;25552;948SCL27D;N1;;
TRITURBINE-BL;25587;TRITURBINE;BL;;
79SHFL27-N0;25593;79SHFL27;N0;;
WOL3D-ST;25605;WOL3D;ST;;
MOMENTUM50-EQ;25606;MOMENTUM50;EQ;;
INDOTHAI-EQ;25608;INDOTHAI;EQ;;
UYFINCORP-EQ;25626;UYFINCORP;EQ;;
THESL-SM;25648;THESL;SM;;
DIFFNKG-EQ;25672;DIFFNKG;EQ;;
712TS39-SG;25686;712TS39;SG;;
713AS39-SG;25691;713AS39;SG;;
715WB44A-SG;25697;715WB44A;SG;;
712HR36A-SG;25705;712HR36A;SG;;
SRD-EQ;25737;SRD;EQ;;
GROWWDEFNC-BL;25763;GROWWDEFNC;BL;;
71MH32A-SG;25764;71MH32A;SG;;
71KA32A-SG;25766;71KA32A;SG;;
GARUDA-EQ;25800;GARUDA;EQ;;
815PHFL27-N0;25805;815PHFL27;N0;;
709KA35-SG;25827;709KA35;SG;;
VINCOFE-BL;25837;VINCOFE;BL;;
HYUNDAI-EQ;25844;HYUNDAI;EQ;;
VAL30IETF-BL;25853;VAL30IETF;BL;;
FRESHARA-ST;25871;FRESHARA;ST;;
DBEIL-EQ;25892;DBEIL;EQ;;
MINDACORP-BL;25900;MINDACORP;BL;;
708PGC34-N0;25905;708PGC34;N0;;
1015UCL26-N1;25912;1015UCL26;N1;;
712INBK34-N0;25931;712INBK34;N0;;
715BR34-SG;25958;715BR34;SG;;
717PN44-SG;25964;717PN44;SG;;
AVL-EQ;25984;AVL;EQ;;
IT-EQ;2627;IT;EQ;;
NIRAJ-BL;264;NIRAJ;BL;;
PFIZER-EQ;2643;PFIZER;EQ;;
702PN28-SG;2668;702PN28;SG;;
702MH29-SG;2670;702MH29;SG;;
727MZ33-SG;2683;727MZ33;SG;;
715AP42-SG;27007;715AP42;SG;;
875BTL29-N0;27031;875BTL29;N0;;
KPEL-EQ;27079;KPEL;EQ;;
CINELINE-BL;27165;CINELINE;BL;;
709GS2074-GS;27170;709GS2074;GS;;
RACLGEAR-BL;27173;RACLGEAR;BL;;
719UP36-SG;27198;719UP36;SG;;
711GJ31-SG;2721;711GJ31;SG;;
774LICH27-N0;27280;774LICH27;N0;;
710AP34-SG;27328;710AP34;SG;;
ROSSTECH-EQ;27353;ROSSTECH;EQ;;
818TPL27-N0;27396;818TPL27;N0;;
935TSI29-N0;27408;935TSI29;N0;;
714HR31-SG;2743;714HR31;SG;;
710PFCL35-N0;27617;710PFCL35;N0;;
SAMBHAAV-EQ;4127;SAMBHAAV;EQ;;
SENSEXADD-EQ;17613;SENSEXADD;EQ;;
SENSEXADD-BL;17615;SENSEXADD;BL;;
MOLDTECH-BL;17628;MOLDTECH;BL;;
ZYDUSWELL-EQ;17635;ZYDUSWELL;EQ;;
735KA39-SG;2400;735KA39;SG;;
745NL34-SG;24000;745NL34;SG;;
738KL55-SG;24003;738KL55;SG;;
743TN32-SG;24004;743TN32;SG;;
743JK46-SG;24013;743JK46;SG;;
BOROSCI-BL;24015;BOROSCI;BL;;
738PY38A-SG;24048;738PY38A;SG;;
UTFIAIPIGI-MF;24049;UTFIAIPIGI;MF;;
792LIC27-N5;24073;792LIC27;N5;;
738RJ33-SG;24098;738RJ33;SG;;
BBNPNBETF-EQ;24117;BBNPNBETF;EQ;;
722RJ41-SG;2413;722RJ41;SG;;
920IIFLS26-N8;24133;920IIFLS26;N8;;
IVZINNIFTY-BL;24218;IVZINNIFTY;BL;;
793TPRE29-N0;24257;793TPRE29;N0;;
736SBOI39-N0;24282;736SBOI39;N0;;
98VFPL28-N0;24284;98VFPL28;N0;;
ABDL-EQ;24308;ABDL;EQ;;
735TN34-SG;24332;735TN34;SG;;
736JK46-SG;24341;736JK46;SG;;
743NBFID34-N0;24364;743NBFID34;N0;;
823SFL34-N0;24370;823SFL34;N0;;
AGIIL-BL;24447;AGIIL;BL;;
736SBI39-N0;24455;736SBI39;N0;;
733TS40-SG;24490;733TS40;SG;;
801TCL34-N0;24558;801TCL34;N0;;
734TN34-SG;24563;734TN34;SG;;
736RJ34-SG;24565;736RJ34;SG;;
RELTD-EQ;24596;RELTD;EQ;;
RUSHIL-BL;24598;RUSHIL;BL;;
RELTD-BL;24601;RELTD;BL;;
AVANTEL-EQ;24610;AVANTEL;EQ;;
727TN32-SG;24646;727TN32;SG;;
733AP39-SG;24652;733AP39;SG;;
734PN32-SG;24666;734PN32;SG;;
697GR2034-GS;24705;697GR2034;GS;;
ASHALOG-SM;24711;ASHALOG;SM;;
UTSSAV-SM;24726;UTSSAV;SM;;
RPEL-EQ;24735;RPEL;EQ;;
726MP35-SG;24754;726MP35;SG;;
728TS46-SG;24762;728TS46;SG;;
UNIECOM-EQ;24809;UNIECOM;EQ;;
727JK49-SG;24837;727JK49;SG;;
GSEC10ABSL-BL;24849;GSEC10ABSL;BL;;
AAFS28A-N0;24877;AAFS28A;N0;;
722MH45-SG;24890;722MH45;SG;;
845NOM27-N0;24901;845NOM27;N0;;
LTF-BL;24951;LTF;BL;;
ORIENTTECH-BL;24964;ORIENTTECH;BL;;
SURAJLTD-EQ;24966;SURAJLTD;EQ;;
WINDMACHIN-EQ;24969;WINDMACHIN;EQ;;
SILGO-BL;2497;SILGO;BL;;
726PN37-SG;24986;726PN37;SG;;
726KL39-SG;24989;726KL39;SG;;
724MH39-SG;24990;724MH39;SG;;
727RJ42-SG;24992;727RJ42;SG;;
723RJ46-SG;24996;723RJ46;SG;;
706TN29-SG;25006;706TN29;SG;;
722HPCL29-N0;25014;722HPCL29;N0;;
BODALCHEM-BL;25020;BODALCHEM;BL;;
785IIFL27-N0;25058;785IIFL27;N0;;
MULTICAP-EQ;25080;MULTICAP;EQ;;
TREEHOUSE-BL;25085;TREEHOUSE;BL;;
724KL40-SG;25097;724KL40;SG;;
STYLEBAAZA-BL;25117;STYLEBAAZA;BL;;
745ABL34-N0;25143;745ABL34;N0;;
TDPOWERSYS-EQ;25178;TDPOWERSYS;EQ;;
736IRED39-N0;25201;736IRED39;N0;;
MYMUDRA-SM;25208;MYMUDRA;SM;;
SHUBHSHREE-SM;25240;SHUBHSHREE;SM;;
EBANKNIFTY-EQ;25258;EBANKNIFTY;EQ;;
99AEL29-N7;25296;99AEL29;N7;;
SPPPOLY-SM;25306;SPPPOLY;SM;;
CONTI-SM;2531;CONTI;SM;;
713TS36-SG;25357;713TS36;SG;;
PGEL-EQ;25358;PGEL;EQ;;
765LICH31-N0;25376;765LICH31;N0;;
HDFCAMC-BL;4248;HDFCAMC;BL;;
693JH30-SG;428;693JH30;SG;;
IFGLEXPOR-EQ;436;IFGLEXPOR;EQ;;
SENSEXIETF-BL;4380;SENSEXIETF;BL;;
GS260426C-GS;4382;GS260426C;GS;;
691UP30A-SG;439;691UP30A;SG;;
SBCL-BL;4660;SBCL;BL;;
ANURAS-W1;23687;ANURAS;W1;;
BSLGOLDETF-EQ;23804;BSLGOLDETF;EQ;;
BSLGOLDETF-BL;23805;BSLGOLDETF;BL;;
74AP41-SG;23817;74AP41;SG;;
734TN29-SG;23869;734TN29;SG;;
737PN36-SG;23875;737PN36;SG;;
724AS31-SG;2389;724AS31;SG;;
776TIL34-N1;23892;776TIL34;N1;;
768LIC34-N4;23907;768LIC34;N4;;
72JH35-SG;2391;72JH35;SG;;
734TR36-SG;2394;734TR36;SG;;
94SCL27-ZG;23942;94SCL27;ZG;;
948SCL27A-ZJ;23948;948SCL27A;ZJ;;
SANDHAR-EQ;2397;SANDHAR;EQ;;
9CIFL34-NX;23990;9CIFL34;NX;;
747PN37-SG;24008;747PN37;SG;;
SANDHAR-BL;2401;SANDHAR;BL;;
KRONOX-BL;24028;KRONOX;BL;;
830SMF29-N6;24039;830SMF29;N6;;
TOP100CASE-EQ;24081;TOP100CASE;EQ;;
TOP100CASE-BL;24084;TOP100CASE;BL;;
735TS36-SG;24102;735TS36;SG;;
807NIIF29-N3;24129;807NIIF29;N3;;
812SFL27-N2;24131;812SFL27;N2;;
960IIFLS26-N9;24135;960IIFLS26;N9;;
NILKAMAL-EQ;2421;NILKAMAL;EQ;;
STANLEY-BL;24233;STANLEY;BL;;
SYLVANPLY-SM;24267;SYLVANPLY;SM;;
ABDL-BL;24311;ABDL;BL;;
736TS37-SG;24337;736TS37;SG;;
742KL46-SG;24342;742KL46;SG;;
792TCHF34-N0;24383;792TCHF34;N0;;
ASHIANA-BL;24406;ASHIANA;BL;;
738JK49-SG;24421;738JK49;SG;;
AGIIL-EQ;24445;AGIIL;EQ;;
7865LICH26-N0;24472;7865LICH26;N0;;
MAITHANALL-EQ;24538;MAITHANALL;EQ;;
736GA34-SG;24564;736GA34;SG;;
735AS39-SG;24567;735AS39;SG;;
735TS40-SG;24568;735TS40;SG;;
ADL-BL;246;ADL;BL;;
735WB40-SG;24654;735WB40;SG;;
735WB43-SG;24655;735WB43;SG;;
MIDHANI-BL;2466;MIDHANI;BL;;
734AP49A-SG;24660;734AP49A;SG;;
910CIFL31-N0;24682;910CIFL31;N0;;
SSEGL-SM;24697;SSEGL;SM;;
AKUMS-BL;24718;AKUMS;BL;;
798SHFL26-N0;24720;798SHFL26;N0;;
RUBFILA-BL;24732;RUBFILA;BL;;
CEIGALL-EQ;24742;CEIGALL;EQ;;
727KL59-SG;24764;727KL59;SG;;
PPSL-SM;24785;PPSL;SM;;
890MFL27A-N0;24794;890MFL27A;N0;;
UNIECOM-BL;24812;UNIECOM;BL;;
728TS45-SG;24836;728TS45;SG;;
POSITRON-SM;24864;POSITRON;SM;;
781TCHE27-N0;24883;781TCHE27;N0;;
725HR39-SG;24887;725HR39;SG;;
723MH40-SG;24888;723MH40;SG;;
INTERARCH-EQ;24909;INTERARCH;EQ;;
ORIENTHOT-EQ;2493;ORIENTHOT;EQ;;
MFML-EQ;24937;MFML;EQ;;
MODEFENCE-BL;24946;MODEFENCE;BL;;
731RECL39-N0;24979;731RECL39;N0;;
726PN36-SG;24985;726PN36;SG;;
IBULLSLTD-EQ;24999;IBULLSLTD;EQ;;
ADANIENT-EQ;25;ADANIENT;EQ;;
722TN54-SG;25001;722TN54;SG;;
IBULLSLTD-BL;25002;IBULLSLTD;BL;;
BODALCHEM-EQ;25017;BODALCHEM;EQ;;
IPHL-SM;25033;IPHL;SM;;
772TIL34-N0;25078;772TIL34;N0;;
MULTICAP-BL;25083;MULTICAP;BL;;
ASAHISONG-EQ;25088;ASAHISONG;EQ;;
723MH35-SG;25090;723MH35;SG;;
725AS44-SG;25100;725AS44;SG;;
706TN29A-SG;25105;706TN29A;SG;;
747SIDBI29-N0;25132;747SIDBI29;N0;;
JEYYAM-SM;25147;JEYYAM;SM;;
EUREKAFORB-BL;25164;EUREKAFORB;BL;;
TOP10ADD-BL;25173;TOP10ADD;BL;;
BALAJEE-BL;25206;BALAJEE;BL;;
721BR33-SG;25214;721BR33;SG;;
722TN54A-SG;25217;722TN54A;SG;;
JAKHARIA-ST;3950;JAKHARIA;ST;;
GREENPLY-EQ;3987;GREENPLY;EQ;;
BERGEPAINT-EQ;404;BERGEPAINT;EQ;;
MAHEPC-EQ;17603;MAHEPC;EQ;;
MAHEPC-BL;17606;MAHEPC;BL;;
VIJIFIN-BE;17695;VIJIFIN;BE;;
MIDSELIETF-BL;17703;MIDSELIETF;BL;;
QUESS-EQ;17704;QUESS;EQ;;
DEN-BL;17725;DEN;BL;;
763GJ34-SG;21858;763GJ34;SG;;
769GA34-SG;21865;769GA34;SG;;
791KL30-SG;21904;791KL30;SG;;
896KL35-SG;21906;896KL35;SG;;
656MN30-SG;21921;656MN30;SG;;
695MN30-SG;21925;695MN30;SG;;
GENCON-BL;2194;GENCON;BL;;
652MP35-SG;21949;652MP35;SG;;
833TPL27-N5;21953;833TPL27;N5;;
717MP29-SG;21976;717MP29;SG;;
729MP30-SG;21980;729MP30;SG;;
705NL30-SG;21994;705NL30;SG;;
720ML30-SG;22010;720ML30;SG;;
722AP31A-SG;22032;722AP31A;SG;;
654RJ30-SG;22059;654RJ30;SG;;
790RJ26-SG;22061;790RJ26;SG;;
718RJ30-SG;22072;718RJ30;SG;;
659RJ30-SG;22073;659RJ30;SG;;
714RJ30-SG;22074;714RJ30;SG;;
655RJ30-SG;22079;655RJ30;SG;;
667RJ50-SG;22080;667RJ50;SG;;
793UP30-SG;22084;793UP30;SG;;
728UP29-SG;22098;728UP29;SG;;
719TN35-SG;22110;719TN35;SG;;
669TN50-SG;22113;669TN50;SG;;
670TN50-SG;22128;670TN50;SG;;
717TR30-SG;22140;717TR30;SG;;
72WB30-SG;22142;72WB30;SG;;
719WB29-SG;22148;719WB29;SG;;
718CG27-SG;22161;718CG27;SG;;
710UK30-SG;22164;710UK30;SG;;
694TS60-SG;22207;694TS60;SG;;
722AP31-SG;22215;722AP31;SG;;
DHUNINV-EQ;22233;DHUNINV;EQ;;
WORTHPERI-BL;22280;WORTHPERI;BL;;
65RJ50-SG;22293;65RJ50;SG;;
65AP38-SG;22295;65AP38;SG;;
642PN30-SG;22298;642PN30;SG;;
632KA28-SG;22302;632KA28;SG;;
661MP35-SG;22338;661MP35;SG;;
MCL-BL;22363;MCL;BL;;
669TS50-SG;22371;669TS50;SG;;
65TN30-SG;22374;65TN30;SG;;
663KA30-SG;22410;663KA30;SG;;
668WB30-SG;22411;668WB30;SG;;
EPACK-EQ;22463;EPACK;EQ;;
ITBETA-EQ;22488;ITBETA;EQ;;
76TN31-SG;22492;76TN31;SG;;
766RJ33A-SG;22495;766RJ33A;SG;;
765GA34-SG;22496;765GA34;SG;;
766RJ34-SG;22497;766RJ34;SG;;
762TN34-SG;22499;762TN34;SG;;
763RJ41-SG;22505;763RJ41;SG;;
CIF29-NO;22558;CIF29;NO;;
MOREPENLAB-EQ;2259;MOREPENLAB;EQ;;
HDFCPSUBK-BL;22597;HDFCPSUBK;BL;;
749AP36-SG;22615;749AP36;SG;;
752AP43-SG;22624;752AP43;SG;;
BANDHANBNK-EQ;2263;BANDHANBNK;EQ;;
799TCL34-ND;22643;799TCL34;ND;;
CAPITALSFB-EQ;22675;CAPITALSFB;EQ;;
NDRINVIT-IV;22680;NDRINVIT;IV;;
744CG30-SG;22692;744CG30;SG;;
747HR36-SG;22699;747HR36;SG;;
746JK49-SG;22707;746JK49;SG;;
744CG29-SG;22742;744CG29;SG;;
748CG32-SG;22745;748CG32;SG;;
748KA33-SG;22746;748KA33;SG;;
745KA40-SG;22757;745KA40;SG;;
745MP45-SG;22759;745MP45;SG;;
TCL-SM;22777;TCL;SM;;
JUNIPER-BL;22827;JUNIPER;BL;;
744KA34-SG;22868;744KA34;SG;;
743RJ44-SG;22873;743RJ44;SG;;
SGBFEB32IV-GB;22886;SGBFEB32IV;GB;;
832TPL27-N5;22891;832TPL27;N5;;
832TPL29-N7;22895;832TPL29;N7;;
GOLDCASE-EQ;22901;GOLDCASE;EQ;;
8258TCL27-NF;22919;8258TCL27;NF;;
797SFL30-N0;22921;797SFL30;N0;;
PLATIND-EQ;22930;PLATIND;EQ;;
74RJ42-SG;22987;74RJ42;SG;;
753IRED34-NA;23006;753IRED34;NA;;
738CG34-SG;23080;738CG34;SG;;
741AR34-SG;23084;741AR34;SG;;
739KL34-SG;23085;739KL34;SG;;
738HR35-SG;23087;738HR35;SG;;
BESTAGRO-BL;2309;BESTAGRO;BL;;
736JK49-SG;23102;736JK49;SG;;
676GS2061-GS;2317;676GS2061;GS;;
WILLAMAGOR-EQ;3772;WILLAMAGOR;EQ;;
685AP36-SG;38;685AP36;SG;;
SGBJU29III-GB;3800;SGBJU29III;GB;;
ARIHANTCAP-EQ;3813;ARIHANTCAP;EQ;;
HATSUN-EQ;3892;HATSUN;EQ;;
DEEPINDS-BL;3296;DEEPINDS;BL;;
AGARIND-BL;3398;AGARIND;BL;;
TATACHEM-EQ;3405;TATACHEM;EQ;;
BALRAMCHIN-EQ;341;BALRAMCHIN;EQ;;
749IGT28-NG;3442;749IGT28;NG;;
PGINVIT-IV;3494;PGINVIT;IV;;
677KA34-SG;35;677KA34;SG;;
MAFANG-EQ;3507;MAFANG;EQ;;
TNTELE-EQ;3512;TNTELE;EQ;;
ADANIGREEN-BL;3568;ADANIGREEN;BL;;
696AP36-SG;3576;696AP36;SG;;
712AP37-SG;4789;712AP37;SG;;
RELINFRA-BE;4791;RELINFRA;BE;;
IPL-BL;4940;IPL;BL;;
92SFIL28-ND;4942;92SFIL28;ND;;
646WB30-SG;22269;646WB30;SG;;
WORTHPERI-EQ;22277;WORTHPERI;EQ;;
577GS2030-GS;22292;577GS2030;GS;;
652TS50-SG;22304;652TS50;SG;;
648KA30-SG;22335;648KA30;SG;;
644MH28-SG;22342;644MH28;SG;;
65RJ30-SG;22372;65RJ30;SG;;
667TN50-SG;22375;667TN50;SG;;
SGBAUG28V-GB;22385;SGBAUG28V;GB;;
MODTHREAD-EQ;2241;MODTHREAD;EQ;;
645GJ30-SG;22448;645GJ30;SG;;
646RJ30A-SG;22450;646RJ30A;SG;;
77SK34-SG;22498;77SK34;SG;;
766HR36-SG;22501;766HR36;SG;;
806SDIL29-N0;22515;806SDIL29;N0;;
FONEBOX-SM;22517;FONEBOX;SM;;
DELAPLEX-SM;22527;DELAPLEX;SM;;
85CIFC27-NL;22551;85CIFC27;NL;;
HDFCPSUBK-EQ;22595;HDFCPSUBK;EQ;;
751RJ34-SG;22611;751RJ34;SG;;
749TS35-SG;22614;749TS35;SG;;
8ABHF34-N4;22635;8ABHF34;N4;;
POLYSIL-ST;22714;POLYSIL;ST;;
VSTL-BL;22733;VSTL;BL;;
748IRFC34A-NQ;22735;748IRFC34A;NQ;;
745JK54-SG;22760;745JK54;SG;;
DEEM-SM;22799;DEEM;SM;;
745CG33-SG;22864;745CG33;SG;;
742MP44-SG;22872;742MP44;SG;;
746UP34-SG;22876;746UP34;SG;;
74WB44-SG;22989;74WB44;SG;;
INDUSINVIT-IV;23036;INDUSINVIT;IV;;
RKSWAMY-EQ;23043;RKSWAMY;EQ;;
GOPAL-EQ;23066;GOPAL;EQ;;
GOPAL-BL;23071;GOPAL;BL;;
739HP34-SG;23081;739HP34;SG;;
741HP36-SG;23090;741HP36;SG;;
737KA37-SG;23091;737KA37;SG;;
737KA38A-SG;23092;737KA38A;SG;;
738PY38-SG;23093;738PY38;SG;;
PRATHAM-SM;23113;PRATHAM;SM;;
1119NFL27-ND;23125;1119NFL27;ND;;
860CIFCL29-NR;23172;860CIFCL29;NR;;
KRYSTAL-EQ;23175;KRYSTAL;EQ;;
KRYSTAL-BL;23179;KRYSTAL;BL;;
NCC-EQ;2319;NCC;EQ;;
746UP32-SG;23191;746UP32;SG;;
744TN34A-SG;23193;744TN34A;SG;;
747CG34-SG;23195;747CG34;SG;;
747AS34-SG;23197;747AS34;SG;;
75MN36-SG;23204;75MN36;SG;;
745WB44-SG;23214;745WB44;SG;;
74TN54-SG;23217;74TN54;SG;;
0SCL27-YW;23299;0SCL27;YW;;
965SCL29-YX;23301;965SCL29;YX;;
925SCL29-YZ;23305;925SCL29;YZ;;
971SCL29-Z0;23307;971SCL29;Z0;;
10SCL31-Z1;23309;10SCL31;Z1;;
1050SCFL31-Z2;23311;1050SCFL31;Z2;;
957SCL31-Z3;23313;957SCL31;Z3;;
751UP40-SG;23329;751UP40;SG;;
754KL55-SG;23339;754KL55;SG;;
744RJ34A-SG;23346;744RJ34A;SG;;
MUTF27-NL;23363;MUTF27;NL;;
1035CCSP26-N2;23390;1035CCSP26;N2;;
ASPIRE-SM;23396;ASPIRE;SM;;
744MH42-SG;23432;744MH42;SG;;
744MH42A-SG;23496;744MH42A;SG;;
NURECA-EQ;2350;NURECA;EQ;;
745RL34-NN;23532;745RL34;NN;;
745MH38A-SG;23536;745MH38A;SG;;
75UK29-SG;23546;75UK29;SG;;
795SHFL34-N2;23563;795SHFL34;N2;;
755PGCI34-N2;23571;755PGCI34;N2;;
749TN34-SG;23584;749TN34;SG;;
748AP44A-SG;23589;748AP44A;SG;;
1035CCSP27-N3;23604;1035CCSP27;N3;;
BALUFORGE-BL;23610;BALUFORGE;BL;;
751AP41-SG;23639;751AP41;SG;;
AAFS27B-N4;23669;AAFS27B;N4;;
743TS41A-SG;23678;743TS41A;SG;;
743AP42A-SG;23679;743AP42A;SG;;
742TS48-SG;23683;742TS48;SG;;
ZUARIIND-EQ;3827;ZUARIIND;EQ;;
GLOBE-EQ;393;GLOBE;EQ;;
GKWLIMITED-EQ;17357;GKWLIMITED;EQ;;
VINATIORGA-EQ;17364;VINATIORGA;EQ;;
VINATIORGA-BL;17367;VINATIORGA;BL;;
665TR35-SG;1738;665TR35;SG;;
ADANIPOWER-EQ;17388;ADANIPOWER;EQ;;
SETF10GILT-BL;17396;SETF10GILT;BL;;
776MP37A-SG;20357;776MP37A;SG;;
771KL43-SG;20364;771KL43;SG;;
764RJ49-SG;20366;764RJ49;SG;;
777PN36-SG;20397;777PN36;SG;;
771AP37A-SG;20398;771AP37A;SG;;
781MZ37-SG;20400;781MZ37;SG;;
724GR2033-GS;20448;724GR2033;GS;;
APCL-BL;20456;APCL;BL;;
771HR33A-SG;20475;771HR33A;SG;;
INDIGOPNTS-EQ;2048;INDIGOPNTS;EQ;;
763JK53A-SG;20483;763JK53A;SG;;
UNIDT-BL;205;UNIDT;BL;;
SJLOGISTIC-SM;20542;SJLOGISTIC;SM;;
DOLLAR-EQ;20560;DOLLAR;EQ;;
ASHIMASYN-EQ;206;ASHIMASYN;EQ;;
SUPERHOUSE-BL;20619;SUPERHOUSE;BL;;
884LTF29-N6;20648;884LTF29;N6;;
65AP30-SG;20654;65AP30;SG;;
885LTF27-NE;20671;885LTF27;NE;;
718GJ30-SG;20696;718GJ30;SG;;
763ML32-SG;20731;763ML32;SG;;
762UP33-SG;20732;762UP33;SG;;
762UP34-SG;20735;762UP34;SG;;
76KA38-SG;20740;76KA38;SG;;
763WB38-SG;20743;763WB38;SG;;
JAMNAAUTO-EQ;20778;JAMNAAUTO;EQ;;
688MN31-SG;2078;688MN31;SG;;
JAMNAAUTO-BL;20781;JAMNAAUTO;BL;;
MOTISONS-BL;20792;MOTISONS;BL;;
69AP32-SG;2081;69AP32;SG;;
IRBINVIT-IV;20817;IRBINVIT;IV;;
SURAJEST-BL;20826;SURAJEST;BL;;
PSPPROJECT-BL;20880;PSPPROJECT;BL;;
MUFTI-BL;20891;MUFTI;BL;;
764WB43A-SG;20946;764WB43A;SG;;
772JK43-SG;20947;772JK43;SG;;
762KL44-SG;20948;762KL44;SG;;
685TN51-SG;2097;685TN51;SG;;
PSB-BL;21004;PSB;BL;;
965SCL28B-YB;21010;965SCL28B;YB;;
641GA30-SG;21040;641GA30;SG;;
795JK30-SG;21046;795JK30;SG;;
INDIFRA-SM;21058;INDIFRA;SM;;
INNOVACAP-BL;21065;INNOVACAP;BL;;
SURANASOL-EQ;21077;SURANASOL;EQ;;
TECHLABS-SM;21078;TECHLABS;SM;;
MARALOVER-EQ;2112;MARALOVER;EQ;;
TEJASNET-EQ;21131;TEJASNET;EQ;;
694GA30-SG;21139;694GA30;SG;;
779PN38-SG;21166;779PN38;SG;;
773BR39-SG;21167;773BR39;SG;;
77AP43A-SG;21168;77AP43A;SG;;
KCEIL-SM;21173;KCEIL;SM;;
885TCAPS29-NC;21229;885TCAPS29;NC;;
815LTF27-NO;21231;815LTF27;NO;;
AXISNIFTY-EQ;21252;AXISNIFTY;EQ;;
AXISNIFTY-BL;21253;AXISNIFTY;BL;;
753AS29-SG;21259;753AS29;SG;;
TRANSWIND-SM;21260;TRANSWIND;SM;;
766GJ32-SG;21264;766GJ32;SG;;
SUMMITSEC-BL;21278;SUMMITSEC;BL;;
DYNPRO-EQ;21314;DYNPRO;EQ;;
SEITINVIT-IV;21321;SEITINVIT;IV;;
694UP31-SG;2140;694UP31;SG;;
MOM100-BL;21424;MOM100;BL;;
704MZ33-SG;2143;704MZ33;SG;;
TATSILV-BL;21436;TATSILV;BL;;
767CG33-SG;21502;767CG33;SG;;
COCHINSHIP-BL;21517;COCHINSHIP;BL;;
730JK29-SG;21651;730JK29;SG;;
840TPL29-N3;21684;840TPL29;N3;;
LIQUIDCASE-EQ;21750;LIQUIDCASE;EQ;;
AKG-EQ;2176;AKG;EQ;;
DAVANGERE-EQ;21794;DAVANGERE;EQ;;
DIAMONDYD-EQ;21840;DIAMONDYD;EQ;;
AKG-BL;2185;AKG;BL;;
JSFB-BL;22666;JSFB;BL;;
NDRINVIT-BL;22683;NDRINVIT;BL;;
742GJ33-SG;22697;742GJ33;SG;;
745AP38-SG;22700;745AP38;SG;;
748WB43-SG;22703;748WB43;SG;;
MON100-EQ;22739;MON100;EQ;;
747CG30A-SG;22743;747CG30A;SG;;
747CG31-SG;22744;747CG31;SG;;
IRISDOREME-EQ;2275;IRISDOREME;EQ;;
745MP44A-SG;22758;745MP44A;SG;;
ZENITHDRUG-SM;22803;ZENITHDRUG;SM;;
850NIRMA27-N7;22811;850NIRMA27;N7;;
746PN33-SG;22865;746PN33;SG;;
742TN34-SG;22866;742TN34;SG;;
746UK34-SG;22875;746UK34;SG;;
743MH35-SG;22877;743MH35;SG;;
742KA39-SG;22880;742KA39;SG;;
832TPL28-N6;22893;832TPL28;N6;;
GOLDCASE-BL;22903;GOLDCASE;BL;;
PURVFLEXI-SM;22938;PURVFLEXI;SM;;
EXICOM-EQ;22947;EXICOM;EQ;;
EXICOM-BL;22951;EXICOM;BL;;
738TS43-SG;22988;738TS43;SG;;
742HR35-SG;22994;742HR35;SG;;
74MH36-SG;22995;74MH36;SG;;
741KA36-SG;22996;741KA36;SG;;
LANCORHOL-BE;23030;LANCORHOL;BE;;
SONAMAC-SM;23052;SONAMAC;SM;;
738UP34-SG;23086;738UP34;SG;;
738UP36-SG;23089;738UP36;SG;;
739BR39-SG;23095;739BR39;SG;;
738KL44-SG;23099;738KL44;SG;;
739WB44-SG;23100;739WB44;SG;;
18MVL27-N0;23111;18MVL27;N0;;
SCILAL-BL;23128;SCILAL;BL;;
GFL27-N1;23151;GFL27;N1;;
AVPINFRA-SM;23159;AVPINFRA;SM;;
8254KSFP29-N1;23170;8254KSFP29;N1;;
MOSMALL250-BL;23183;MOSMALL250;BL;;
MOREALTY-EQ;23184;MOREALTY;EQ;;
SMCGLOBAL-EQ;2320;SMCGLOBAL;EQ;;
75SK34-SG;23200;75SK34;SG;;
792TCHFL34-NF;23246;792TCHFL34;NF;;
759IRDA34-NC;23250;759IRDA34;NC;;
948SCL27-YV;23297;948SCL27;YV;;
743TN34-SG;23326;743TN34;SG;;
SRM-BL;23405;SRM;BL;;
LIQUIDADD-EQ;23407;LIQUIDADD;EQ;;
746AP41B-SG;23431;746AP41B;SG;;
746AP42-SG;23433;746AP42;SG;;
TAC-SM;23438;TAC;SM;;
BHARTIHEXA-EQ;23489;BHARTIHEXA;EQ;;
BHARTIHEXA-BL;23492;BHARTIHEXA;BL;;
748HR34-SG;23547;748HR34;SG;;
734GS2064-GS;23558;734GS2064;GS;;
RBS-SM;23565;RBS;SM;;
